type,day,title,link
SHORT,5,Vladimir Putin says Russia is 'a bit jealous' of China in meeting with Xi Jinping #Shorts,https://www.youtube.com/shorts/tn-ighdJ5ZQ
SHORT,5,Denmark’s postal service ends letter delivery after 400 years,https://www.youtube.com/shorts/trMrEUO846E
SHORT,5,The Power of Compounding,https://www.youtube.com/shorts/XDV8VuCYwLQ
SHORT,5,Elon Musk vs SQL 😭,https://www.youtube.com/shorts/Ah_LMYqd2CE
SHORT,5,⛔️⛷️ Two freeriders go against ski area orders and trigger massive avalanche that hits chairlift. 😬,https://www.youtube.com/shorts/rCoAvUXQaCU
SHORT,5,Will AI Replace Software Engineers? The Future Awaits! 🚀,https://www.youtube.com/shorts/LV-Uu7GvpUo
SHORT,5,Peter Thiel Isn’t Convinced Elon Musk Still Believes In Mars,https://www.youtube.com/shorts/jtWWVsGmVuk
SHORT,5,"Jensen Huang: ""AI is a five-layer cake. Energy, chips, infrastructure, models, and applications."" 🎂",https://www.youtube.com/shorts/nzIVBKXeGwQ
SHORT,5,The ‘Trump Effect’ on Global Elections,https://www.youtube.com/shorts/rF6xUZ9Bz2k
SHORT,5,This Olympian Got Injured… Then He Shocked The World😳,https://www.youtube.com/shorts/bv6gHRjDySw
SHORT,5,Elon Musk: Bill Gates is “not strong in the sciences.”,https://www.youtube.com/shorts/93UDBcidOKU
SHORT,5,OpenAI's CEO on What Kids Should Be Studying,https://www.youtube.com/shorts/OK0YhF3NMpQ
SHORT,5,SAVING MONEY WILL RUIN YOUR LIFE...,https://www.youtube.com/shorts/UUVNwe5IdPU
SHORT,5,28 Olympic medals. 🥇😱Michael Phelps didn’t just swim... he redefined greatness. 🏊‍♂️ #MoreThanSport,https://www.youtube.com/shorts/rp-KQ-vvCKw
SHORT,5,How does The Economist avoid groupthink?,https://www.youtube.com/shorts/BUp4hsz5ZXo
SHORT,5,Elon Musk: Age is just a number #starship #spacex,https://www.youtube.com/shorts/gUmlkXlhZo8
